# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.module.iml.entities.serializer.save.entities.ms,1764466160267000000,1764466220278000000,0
jps.facet.change.listener.before.change.events.ms,1764466160267000000,1764466220278000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1764466160267000000,1764466220278000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1764466160267000000,1764466220278000000,46
jps.apply.loaded.storage.ms,1764466160267000000,1764466220278000000,39
jps.artifact.entities.serializer.load.entities.ms,1764466160267000000,1764466220278000000,0
workspaceModel.moduleBridge.update.option.ms,1764466160267000000,1764466220278000000,0
workspaceModel.save.cache.to.file.ms,1764466160267000000,1764466220278000000,43
workspaceModel.global.updates.count,1764466160267000000,1764466220278000000,0
jps.facet.change.listener.process.change.events.ms,1764466160267000000,1764466220278000000,0
jps.save.changed.project.entities.ms,1764466160267000000,1764466220278000000,1
jps.library.entities.serializer.save.entities.ms,1764466160267000000,1764466220278000000,0
OS.loadAverage,1764466160267000000,1764466220278000000,10.80419921875
JVM.threadCount,1764466160267000000,1764466220278000000,128
JVM.maxHeapBytes,1764466160267000000,1764466220278000000,2147483648
JVM.maxNativeBytes,1764466160267000000,1764466220278000000,-1
JVM.usedNativeBytes,1764466160267000000,1764466220278000000,317807352
JVM.usedHeapBytes,1764466160267000000,1764466220278000000,446270256
JVM.totalCpuTimeMs,1764466160267000000,1764466220278000000,34732
JVM.GC.collectionTimesMs,1764466160267000000,1764466220278000000,111
JVM.GC.collections,1764466160267000000,1764466220278000000,24
Indexes.allKeys.lookupDuration90PMs,1764466160267000000,1764466220278000000,0.0
Indexes.entries.lookups,1764466160267000000,1764466220278000000,7.0
VFSFlusher.totalFlushingTimeUs,1764466160267000000,1764466220278000000,861
Indexes.stubs.lookupDurationMaxMs,1764466160267000000,1764466220278000000,3.0
VFSFlusher.totalFlushesRetried,1764466160267000000,1764466220278000000,0
IndexesFlusher.totalFlushingTimeUs,1764466160267000000,1764466220278000000,667189
Indexes.allKeys.lookups,1764466160267000000,1764466220278000000,0.0
Indexes.stubs.lookupDurationAvgMs,1764466160267000000,1764466220278000000,0.6
Indexes.stubs.lookups,1764466160267000000,1764466220278000000,5.0
Indexes.allKeys.lookupDurationAvgMs,1764466160267000000,1764466220278000000,0.0
Indexes.entries.lookupDurationMaxMs,1764466160267000000,1764466220278000000,7.0
VFSFlusher.totalFlushes,1764466160267000000,1764466220278000000,1
VFSFlusher.totalContentionQuotaSpent,1764466160267000000,1764466220278000000,0
Indexes.entries.lookupDurationAvgMs,1764466160267000000,1764466220278000000,3.5714285714285716
IndexesFlusher.totalFlushes,1764466160267000000,1764466220278000000,58
Indexes.stubs.lookupDuration90PMs,1764466160267000000,1764466220278000000,3.0
IndexesFlusher.totalContentionQuotaSpent,1764466160267000000,1764466220278000000,0
Indexes.allKeys.lookupDurationMaxMs,1764466160267000000,1764466220278000000,0.0
IndexesFlusher.totalFlushesRetried,1764466160267000000,1764466220278000000,0
Indexes.entries.lookupDuration90PMs,1764466160267000000,1764466220278000000,7.0
AWTEventQueue.dispatchTimeMaxNs,1764466220278000000,1764466242999000000,5133828095
FlushQueue.waitingTimeAvgNs,1764466220278000000,1764466242999000000,2.3057775447817048E8
FlushQueue.executionTimeMaxNs,1764466220278000000,1764466242999000000,5704253439
AWTEventQueue.eventsDispatched,1764466220278000000,1764466242999000000,1148
FlushQueue.queueSizeAvg,1764466220278000000,1764466242999000000,3.3575883575883574
FlushQueue.queueSizeMax,1764466220278000000,1764466242999000000,28
AWTEventQueue.dispatchTimeAvgNs,1764466220278000000,1764466242999000000,4951335.630662021
FlushQueue.queueSize90P,1764466220278000000,1764466242999000000,11
AWTEventQueue.dispatchTimeTotalNS,1764466220278000000,1764466242999000000,5684968613
FlushQueue.executionTimeAvgNs,1764466220278000000,1764466242999000000,1.2107809151767151E7
AWTEventQueue.dispatchTime90PNs,1764466220278000000,1764466242999000000,454655
FlushQueue.executionTime90PNs,1764466220278000000,1764466242999000000,548863
FlushQueue.waitingTimeMaxNs,1764466220278000000,1764466242999000000,5133828095
NonBlockingReadAction.failedExecutionTimeUs,1764466220278000000,1764466242999000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1764466220278000000,1764466242999000000,47144
FlushQueue.waitingTime90PNs,1764466220278000000,1764466242999000000,42467327
NonBlockingReadAction.finalizedExecutionsCount,1764466220278000000,1764466242999000000,12
FlushQueue.tasksExecuted,1764466220278000000,1764466242999000000,481
NonBlockingReadAction.failedExecutionsCount,1764466220278000000,1764466242999000000,0
FileNameCache.queries,1764466220278000000,1764466242999000000,6757
FileNameCache.totalMisses,1764466220278000000,1764466242999000000,0
FileNameCache.fastMisses,1764466220278000000,1764466242999000000,64
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1764466220278000000,1764466242999000000,54558720
FilePageCache.totalPageDisposalsUs,1764466220278000000,1764466242999000000,146
DirectByteBufferAllocator.disposed,1764466220278000000,1764466242999000000,374
FilePageCache.maxRegisteredFiles,1764466220278000000,1764466242999000000,621
FilePageCache.pageHits,1764466220278000000,1764466242999000000,0
DirectByteBufferAllocator.reclaimed,1764466220278000000,1764466242999000000,88
FilePageCache.maxCacheSizeInBytes,1764466220278000000,1764466242999000000,256933888
StorageLockContext.competingThreads.max,1764466220278000000,1764466242999000000,0
FilePageCache.disposedBuffers,1764466220278000000,1764466242999000000,462
StorageLockContext.competingThreads.avg,1764466220278000000,1764466242999000000,0.0
FilePageCache.pageLoads,1764466220278000000,1764466242999000000,232
StorageLockContext.competingThreads.90P,1764466220278000000,1764466242999000000,0
FilePageCache.uncachedFileAccess,1764466220278000000,1764466242999000000,125
FilePageCache.totalPageLoadsUs,1764466220278000000,1764466242999000000,86905
FilePageCache.pageLoadsAboveSizeThreshold,1764466220278000000,1764466242999000000,0
FilePageCache.capacityInBytes,1764466220278000000,1764466242999000000,524288000
DirectByteBufferAllocator.misses,1764466220278000000,1764466242999000000,189
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1764466220278000000,1764466242999000000,52461568
DirectByteBufferAllocator.hits,1764466220278000000,1764466242999000000,43
FilePageCache.pageFastCacheHits,1764466220278000000,1764466242999000000,5496
workspaceModel.initializing.ms,1764466220278000000,1764466242999000000,1
workspaceModel.loading.from.cache.ms,1764466220278000000,1764466242999000000,156
workspaceModel.check.recursive.update.ms,1764466220278000000,1764466242999000000,1
workspaceModel.updates.ms,1764466220278000000,1764466242999000000,48
workspaceModel.updates.precise.ms,1764466220278000000,1764466242999000000,20
workspaceModel.pre.handlers.ms,1764466220278000000,1764466242999000000,1
workspaceModel.collect.changes.ms,1764466220278000000,1764466242999000000,0
workspaceModel.updates.count,1764466220278000000,1764466242999000000,3
workspaceModel.update.unloaded.entities.ms,1764466220278000000,1764466242999000000,0
workspaceModel.to.snapshot.ms,1764466220278000000,1764466242999000000,0
workspaceModel.replace.project.model.ms,1764466220278000000,1764466242999000000,0
workspaceModel.init.bridges.ms,1764466220278000000,1764466242999000000,1
workspaceModel.loading.total.ms,1764466220278000000,1764466242999000000,173
jps.global.handle.changed.events.ms,1764466220278000000,1764466242999000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1764466220278000000,1764466242999000000,4
workspaceModel.mutableEntityStorage.modify.entity.ms,1764466220278000000,1764466242999000000,2
workspaceModel.mutableEntityStorage.add.entity.ms,1764466220278000000,1764466242999000000,11
jps.load.initial.state.ms,1764466220278000000,1764466242999000000,6
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1764466220278000000,1764466242999000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1764466220278000000,1764466242999000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1764466220278000000,1764466242999000000,0
workspaceModel.orphan.listener.update.ms,1764466220278000000,1764466242999000000,3
workspaceModel.moduleManagerBridge.build.module.graph.ms,1764466220278000000,1764466242999000000,5
jps.project.serializers.load.ms,1764466220278000000,1764466242999000000,28
workspaceModel.mutableEntityStorage.replace.by.source.ms,1764466220278000000,1764466242999000000,8
workspaceModel.global.apply.state.to.project.builder.ms,1764466220278000000,1764466242999000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1764466220278000000,1764466242999000000,386
jps.global.get.library.by.name.ms,1764466220278000000,1764466242999000000,0
jps.global.initialize.library.bridges.ms,1764466220278000000,1764466242999000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1764466220278000000,1764466242999000000,0
jps.storage.jps.conf.reader.load.component.ms,1764466220278000000,1764466242999000000,6
jps.facet.change.listener.init.bridge.ms,1764466220278000000,1764466242999000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1764466220278000000,1764466242999000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1764466220278000000,1764466242999000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1764466220278000000,1764466242999000000,0
jps.library.entities.serializer.load.entities.ms,1764466220278000000,1764466242999000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1764466220278000000,1764466242999000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1764466220278000000,1764466242999000000,102
workspaceModel.moduleManagerBridge.get.modules.ms,1764466220278000000,1764466242999000000,0
jps.project.serializers.save.ms,1764466220278000000,1764466242999000000,1
jps.global.get.libraries.ms,1764466220278000000,1764466242999000000,0
jps.artifact.entities.serializer.save.entities.ms,1764466220278000000,1764466242999000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1764466220278000000,1764466242999000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1764466220278000000,1764466242999000000,0
jps.module.iml.entities.serializer.load.entities.ms,1764466220278000000,1764466242999000000,14
workspaceModel.moduleBridge.facet.initialization.ms,1764466220278000000,1764466242999000000,1
jps.global.handle.before.change.events.ms,1764466220278000000,1764466242999000000,0
workspaceModel.mutableEntityStorage.entities.ms,1764466220278000000,1764466242999000000,1
jps.load.project.to.empty.storage.ms,1764466220278000000,1764466242999000000,60
jps.global.initialize.library.bridges.after.loading.ms,1764466220278000000,1764466242999000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1764466220278000000,1764466242999000000,0
workspaceModel.sync.entities.ms,1764466220278000000,1764466242999000000,0
workspaceModel.global.apply.state.to.project.ms,1764466220278000000,1764466242999000000,27
workspaceModel.moduleBridge.before.changed.ms,1764466220278000000,1764466242999000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1764466220278000000,1764466242999000000,0
workspaceModel.global.updates.ms,1764466220278000000,1764466242999000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1764466220278000000,1764466242999000000,0
jps.global.get.library.ms,1764466220278000000,1764466242999000000,0
jps.app.storage.content.writer.save.component.ms,1764466220278000000,1764466242999000000,0
jps.reload.project.entities.ms,1764466220278000000,1764466242999000000,0
jps.save.global.entities.ms,1764466220278000000,1764466242999000000,0
jps.app.storage.content.reader.load.component.ms,1764466220278000000,1764466242999000000,0
workspaceModel.load.cache.from.file.ms,1764466220278000000,1764466242999000000,154
workspaceModel.mutableEntityStorage.put.entity.ms,1764466220278000000,1764466242999000000,6
jps.module.iml.entities.serializer.save.entities.ms,1764466220278000000,1764466242999000000,0
jps.facet.change.listener.before.change.events.ms,1764466220278000000,1764466242999000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1764466220278000000,1764466242999000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1764466220278000000,1764466242999000000,46
jps.apply.loaded.storage.ms,1764466220278000000,1764466242999000000,39
jps.artifact.entities.serializer.load.entities.ms,1764466220278000000,1764466242999000000,0
workspaceModel.moduleBridge.update.option.ms,1764466220278000000,1764466242999000000,0
workspaceModel.save.cache.to.file.ms,1764466220278000000,1764466242999000000,43
workspaceModel.global.updates.count,1764466220278000000,1764466242999000000,0
jps.facet.change.listener.process.change.events.ms,1764466220278000000,1764466242999000000,0
jps.save.changed.project.entities.ms,1764466220278000000,1764466242999000000,1
jps.library.entities.serializer.save.entities.ms,1764466220278000000,1764466242999000000,0
OS.loadAverage,1764466220278000000,1764466242999000000,12.9560546875
JVM.threadCount,1764466220278000000,1764466242999000000,115
JVM.maxHeapBytes,1764466220278000000,1764466242999000000,2147483648
JVM.maxNativeBytes,1764466220278000000,1764466242999000000,-1
JVM.usedNativeBytes,1764466220278000000,1764466242999000000,338049456
JVM.usedHeapBytes,1764466220278000000,1764466242999000000,205038256
JVM.totalCpuTimeMs,1764466220278000000,1764466242999000000,23042
JVM.GC.collectionTimesMs,1764466220278000000,1764466242999000000,3196
JVM.GC.collections,1764466220278000000,1764466242999000000,117
Indexes.allKeys.lookupDuration90PMs,1764466220278000000,1764466242999000000,0.0
Indexes.entries.lookups,1764466220278000000,1764466242999000000,3.0
Indexes.stubs.lookupDurationMaxMs,1764466220278000000,1764466242999000000,23.0
Indexes.allKeys.lookups,1764466220278000000,1764466242999000000,0.0
Indexes.stubs.lookupDurationAvgMs,1764466220278000000,1764466242999000000,1.5
Indexes.stubs.lookups,1764466220278000000,1764466242999000000,16.0
Indexes.allKeys.lookupDurationAvgMs,1764466220278000000,1764466242999000000,0.0
Indexes.entries.lookupDurationMaxMs,1764466220278000000,1764466242999000000,0.0
Indexes.entries.lookupDurationAvgMs,1764466220278000000,1764466242999000000,0.0
Indexes.stubs.lookupDuration90PMs,1764466220278000000,1764466242999000000,1.0
Indexes.allKeys.lookupDurationMaxMs,1764466220278000000,1764466242999000000,0.0
Indexes.entries.lookupDuration90PMs,1764466220278000000,1764466242999000000,0.0
